grid,hint_facts,hint_constraints,hint_derived,number_constraints,number_facts,number_block_cons,number_col_cons,number_row_cons,adjacent_row_used,adjacent_col_used,adjacent_block_used,other_row_cons,other_col_cons,other_block_cons,number_adjacent_facts_other_value,number_other_facts_same_value,number_other_facts_other_value,number_adjacent_block_facts,number_adjacent_col_facts,number_adjacent_constraints,number_adjacent_row_facts,number_other_constraints,number_other_facts,time,obj_value
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [0 8 0 5 6 4 2 7 3]
 [5 2 0 4 3 0 0 0 9]
 [0 1 0 9 2 0 0 0 5]
 [0 9 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 7]
 [0 6 0 3 9 0 5 1 4]
 [0 7 3 0 4 5 6 8 2]]","[['FACT', [0, 7, 5]], ['FACT', [1, 7, 4]], ['FACT', [2, 7, 7]], ['FACT', [3, 8, 9]], ['FACT', [7, 7, 1]], ['FACT', [8, 7, 8]]]","[['COL', 7], ['BLOCK', [[3, 6], [6, 9]]]]","['DERIVED', [6, 7, 9]]",2,6,1,1,0,0,1,0,0,0,1,5,1,0,2,5,1,0,1,1,6.314686059951782,105.63
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [0 8 0 5 6 4 2 7 3]
 [5 2 0 4 3 0 0 0 9]
 [0 1 0 9 2 0 0 0 5]
 [0 9 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 9 7]
 [0 6 0 3 9 0 5 1 4]
 [0 7 3 0 4 5 6 8 2]]","[['FACT', [0, 5, 3]], ['FACT', [0, 7, 5]], ['FACT', [1, 7, 4]], ['FACT', [2, 7, 7]], ['FACT', [3, 1, 2]], ['FACT', [4, 4, 2]], ['FACT', [5, 4, 5]], ['FACT', [6, 7, 9]], ['FACT', [7, 3, 3]], ['FACT', [7, 7, 1]], ['FACT', [8, 7, 8]]]","[['ROW', 3], ['COL', 7], ['COL', 4], ['BLOCK', [[6, 3], [9, 6]]], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [3, 7, 6]]",5,11,2,2,1,1,1,0,0,1,2,7,0,4,0,6,2,1,3,4,11.073066234588623,516.9200000000001
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [0 8 0 5 6 4 2 7 3]
 [5 2 0 4 3 0 0 6 9]
 [0 1 0 9 2 0 0 0 5]
 [0 9 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 9 7]
 [0 6 0 3 9 0 5 1 4]
 [0 7 3 0 4 5 6 8 2]]","[['FACT', [0, 7, 5]], ['FACT', [1, 7, 4]], ['FACT', [2, 7, 7]], ['FACT', [3, 7, 6]], ['FACT', [4, 4, 2]], ['FACT', [6, 7, 9]], ['FACT', [7, 7, 1]], ['FACT', [8, 7, 8]]]","[['ROW', 4], ['COL', 7]]","['DERIVED', [4, 7, 3]]",2,8,0,1,1,1,1,0,0,0,0,8,0,0,1,7,2,1,0,0,6.5386176109313965,108.01
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [0 8 0 5 6 4 2 7 3]
 [5 2 0 4 3 0 0 6 9]
 [0 1 0 9 2 0 0 3 5]
 [0 9 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 9 7]
 [0 6 0 3 9 0 5 1 4]
 [0 7 3 0 4 5 6 8 2]]","[['FACT', [0, 7, 5]], ['FACT', [1, 7, 4]], ['FACT', [2, 7, 7]], ['FACT', [3, 7, 6]], ['FACT', [4, 7, 3]], ['FACT', [6, 7, 9]], ['FACT', [7, 7, 1]], ['FACT', [8, 7, 8]]]","[['COL', 7]]","['DERIVED', [5, 7, 2]]",1,8,0,1,0,0,1,0,0,0,0,8,0,0,2,8,1,0,0,0,1.5838730335235596,8.92
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [0 8 0 5 6 4 2 7 3]
 [5 2 0 4 3 0 0 6 9]
 [0 1 0 9 2 0 0 3 5]
 [0 9 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 9 7]
 [0 6 0 3 9 0 5 1 4]
 [0 7 3 0 4 5 6 8 2]]","[['FACT', [0, 3, 8]], ['FACT', [0, 8, 6]], ['FACT', [1, 3, 2]], ['FACT', [2, 3, 5]], ['FACT', [3, 3, 4]], ['FACT', [3, 7, 6]], ['FACT', [4, 3, 9]], ['FACT', [6, 6, 3]], ['FACT', [7, 3, 3]], ['FACT', [7, 6, 5]], ['FACT', [8, 1, 7]]]","[['ROW', 8], ['COL', 3], ['COL', 6], ['BLOCK', [[0, 6], [3, 9]]], ['BLOCK', [[3, 6], [6, 9]]]]","['DERIVED', [8, 3, 1]]",5,11,2,2,1,1,1,0,0,1,2,7,0,4,1,6,2,1,3,4,7.804003953933716,516.9300000000001
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [0 8 0 5 6 4 2 7 3]
 [5 2 0 4 3 0 0 6 9]
 [0 1 0 9 2 0 0 3 5]
 [0 9 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 9 7]
 [0 6 0 3 9 0 5 1 4]
 [0 7 3 1 4 5 6 8 2]]","[['FACT', [0, 3, 8]], ['FACT', [1, 3, 2]], ['FACT', [2, 3, 5]], ['FACT', [3, 3, 4]], ['FACT', [4, 3, 9]], ['FACT', [6, 8, 7]], ['FACT', [7, 3, 3]], ['FACT', [8, 3, 1]]]","[['ROW', 6], ['COL', 3]]","['DERIVED', [6, 3, 6]]",2,8,0,1,1,1,1,0,0,0,0,8,0,0,2,7,2,1,0,0,7.884746074676514,108.02
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [0 8 0 5 6 4 2 7 3]
 [5 2 0 4 3 0 0 6 9]
 [0 1 0 9 2 0 0 3 5]
 [0 9 0 0 5 0 0 2 8]
 [0 5 0 6 8 0 3 9 7]
 [0 6 0 3 9 0 5 1 4]
 [0 7 3 1 4 5 6 8 2]]","[['FACT', [0, 3, 8]], ['FACT', [1, 3, 2]], ['FACT', [2, 3, 5]], ['FACT', [3, 3, 4]], ['FACT', [4, 3, 9]], ['FACT', [6, 3, 6]], ['FACT', [7, 3, 3]], ['FACT', [8, 3, 1]]]","[['COL', 3]]","['DERIVED', [5, 3, 7]]",1,8,0,1,0,0,1,0,0,0,0,8,0,0,2,8,1,0,0,0,1.4888546466827393,8.92
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [0 8 0 5 6 4 2 7 3]
 [5 2 0 4 3 0 0 6 9]
 [0 1 0 9 2 0 0 3 5]
 [0 9 0 7 5 0 0 2 8]
 [0 5 0 6 8 0 3 9 7]
 [0 6 0 3 9 0 5 1 4]
 [0 7 3 1 4 5 6 8 2]]","[['FACT', [0, 5, 3]], ['FACT', [1, 5, 9]], ['FACT', [6, 3, 6]], ['FACT', [6, 4, 8]], ['FACT', [6, 8, 7]], ['FACT', [8, 1, 7]], ['FACT', [8, 3, 1]], ['FACT', [8, 4, 4]]]","[['ROW', 7], ['COL', 3], ['COL', 4], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[3, 3], [6, 6]]], ['BLOCK', [[6, 6], [9, 9]]], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [7, 5, 7]]",7,8,4,2,1,1,0,0,0,2,4,6,2,0,4,2,1,0,6,2,16.321635961532593,222.78
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [0 8 0 5 6 4 2 7 3]
 [5 2 0 4 3 0 0 6 9]
 [0 1 0 9 2 0 0 3 5]
 [0 9 0 7 5 0 0 2 8]
 [0 5 0 6 8 0 3 9 7]
 [0 6 0 3 9 7 5 1 4]
 [0 7 3 1 4 5 6 8 2]]","[['FACT', [0, 5, 3]], ['FACT', [1, 5, 9]], ['FACT', [2, 5, 4]], ['FACT', [4, 4, 2]], ['FACT', [7, 5, 7]], ['FACT', [8, 5, 5]]]","[['COL', 5], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [6, 5, 2]]",2,6,1,1,0,0,1,0,0,0,1,5,1,0,2,5,1,0,1,1,5.7397706508636475,105.63
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [0 8 0 5 6 4 2 7 3]
 [5 2 0 4 3 0 0 6 9]
 [0 1 0 9 2 0 0 3 5]
 [0 9 0 7 5 0 0 2 8]
 [0 5 0 6 8 2 3 9 7]
 [0 6 0 3 9 7 5 1 4]
 [0 7 3 1 4 5 6 8 2]]","[['FACT', [0, 0, 7]], ['FACT', [0, 2, 2]], ['FACT', [1, 0, 6]], ['FACT', [1, 2, 5]], ['FACT', [4, 1, 1]], ['FACT', [5, 1, 9]], ['FACT', [6, 7, 9]], ['FACT', [7, 4, 9]], ['FACT', [8, 2, 3]]]","[['ROW', 8], ['COL', 0], ['COL', 2], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[6, 3], [9, 6]]], ['BLOCK', [[6, 6], [9, 9]]], ['BLOCK', [[3, 0], [6, 3]]]]","['DERIVED', [2, 0, 1]]",7,9,4,2,1,0,1,0,1,1,4,4,1,4,4,2,1,0,6,5,28.496187210083008,612.5799999999999
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 0 5 6 4 2 7 3]
 [5 2 0 4 3 0 0 6 9]
 [0 1 0 9 2 0 0 3 5]
 [0 9 0 7 5 0 0 2 8]
 [0 5 0 6 8 2 3 9 7]
 [0 6 0 3 9 7 5 1 4]
 [0 7 3 1 4 5 6 8 2]]","[['FACT', [0, 0, 7]], ['FACT', [0, 2, 2]], ['FACT', [1, 0, 6]], ['FACT', [1, 2, 5]], ['FACT', [2, 0, 1]], ['FACT', [5, 1, 9]]]","[['COL', 0], ['COL', 2], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[3, 0], [6, 3]]]]","['DERIVED', [2, 2, 9]]",4,6,2,2,0,0,1,0,0,1,2,5,1,0,5,2,1,1,3,1,28.1136257648468,212.67000000000002
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 0 4 3 0 0 6 9]
 [0 1 0 9 2 0 0 3 5]
 [0 9 0 7 5 0 0 2 8]
 [0 5 0 6 8 2 3 9 7]
 [0 6 0 3 9 7 5 1 4]
 [0 7 3 1 4 5 6 8 2]]","[['FACT', [2, 0, 1]], ['FACT', [3, 0, 5]], ['FACT', [7, 3, 3]], ['FACT', [7, 4, 9]], ['FACT', [7, 5, 7]], ['FACT', [8, 6, 6]], ['FACT', [8, 7, 8]], ['FACT', [8, 8, 2]]]","[['ROW', 6], ['ROW', 8], ['COL', 1], ['COL', 0], ['COL', 2], ['BLOCK', [[6, 3], [9, 6]]], ['BLOCK', [[0, 0], [3, 3]]], ['BLOCK', [[3, 0], [6, 3]]]]","['DERIVED', [6, 0, 4]]",8,8,3,3,2,1,1,0,1,2,3,2,0,6,0,2,2,0,6,6,27.495482444763184,722.4300000000001
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 0 4 3 0 0 6 9]
 [0 1 0 9 2 0 0 3 5]
 [0 9 0 7 5 0 0 2 8]
 [4 5 0 6 8 2 3 9 7]
 [0 6 0 3 9 7 5 1 4]
 [0 7 3 1 4 5 6 8 2]]","[['FACT', [0, 0, 7]], ['FACT', [1, 0, 6]], ['FACT', [2, 0, 1]], ['FACT', [2, 8, 3]], ['FACT', [3, 0, 5]], ['FACT', [3, 1, 2]], ['FACT', [3, 7, 6]], ['FACT', [5, 1, 9]], ['FACT', [5, 7, 2]], ['FACT', [6, 0, 4]], ['FACT', [6, 6, 3]]]","[['ROW', 4], ['COL', 1], ['COL', 0], ['COL', 7], ['COL', 2], ['BLOCK', [[0, 6], [3, 9]]], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[0, 0], [3, 3]]], ['BLOCK', [[6, 6], [9, 9]]]]","['DERIVED', [4, 0, 8]]",9,11,4,4,1,1,1,0,0,3,4,7,0,4,3,5,2,0,7,4,9.829319715499878,435.96999999999997
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 0 4 3 0 0 6 9]
 [8 1 0 9 2 0 0 3 5]
 [0 9 0 7 5 0 0 2 8]
 [4 5 0 6 8 2 3 9 7]
 [0 6 0 3 9 7 5 1 4]
 [0 7 3 1 4 5 6 8 2]]","[['FACT', [0, 0, 7]], ['FACT', [1, 0, 6]], ['FACT', [1, 2, 5]], ['FACT', [2, 2, 9]], ['FACT', [3, 0, 5]], ['FACT', [3, 1, 2]], ['FACT', [4, 0, 8]], ['FACT', [4, 1, 1]], ['FACT', [6, 0, 4]], ['FACT', [7, 1, 6]], ['FACT', [8, 1, 7]]]","[['COL', 1], ['COL', 0], ['COL', 2], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [5, 0, 3]]",5,11,2,3,0,0,1,0,0,2,2,7,0,4,4,5,1,0,4,4,12.665441513061523,425.86
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 0 4 3 0 0 6 9]
 [8 1 0 9 2 0 0 3 5]
 [3 9 0 7 5 0 0 2 8]
 [4 5 0 6 8 2 3 9 7]
 [0 6 0 3 9 7 5 1 4]
 [0 7 3 1 4 5 6 8 2]]","[['FACT', [0, 0, 7]], ['FACT', [1, 0, 6]], ['FACT', [2, 0, 1]], ['FACT', [2, 6, 2]], ['FACT', [3, 0, 5]], ['FACT', [4, 0, 8]], ['FACT', [5, 0, 3]], ['FACT', [5, 7, 2]], ['FACT', [6, 0, 4]], ['FACT', [6, 8, 7]], ['FACT', [7, 8, 4]]]","[['ROW', 8], ['COL', 0], ['COL', 8], ['BLOCK', [[0, 6], [3, 9]]], ['BLOCK', [[3, 6], [6, 9]]]]","['DERIVED', [8, 0, 9]]",5,11,2,2,1,1,1,0,0,1,2,7,0,4,1,7,2,0,3,4,7.008601665496826,417.93
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 0 4 3 0 0 6 9]
 [8 1 0 9 2 0 0 3 5]
 [3 9 0 7 5 0 0 2 8]
 [4 5 0 6 8 2 3 9 7]
 [0 6 0 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [0, 0, 7]], ['FACT', [1, 0, 6]], ['FACT', [2, 0, 1]], ['FACT', [3, 0, 5]], ['FACT', [4, 0, 8]], ['FACT', [5, 0, 3]], ['FACT', [6, 0, 4]], ['FACT', [8, 0, 9]]]","[['COL', 0]]","['DERIVED', [7, 0, 2]]",1,8,0,1,0,0,1,0,0,0,0,8,0,0,2,8,1,0,0,0,1.36301851272583,8.92
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 0 4 3 0 0 6 9]
 [8 1 0 9 2 0 0 3 5]
 [3 9 0 7 5 0 0 2 8]
 [4 5 0 6 8 2 3 9 7]
 [2 6 0 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [0, 1, 4]], ['FACT', [0, 2, 2]], ['FACT', [0, 3, 8]], ['FACT', [1, 1, 3]], ['FACT', [2, 2, 9]], ['FACT', [2, 3, 5]], ['FACT', [3, 0, 5]], ['FACT', [4, 0, 8]], ['FACT', [7, 1, 6]], ['FACT', [7, 4, 9]], ['FACT', [7, 5, 7]], ['FACT', [8, 1, 7]], ['FACT', [8, 2, 3]], ['FACT', [8, 4, 4]]]","[['ROW', 6], ['COL', 1], ['COL', 3], ['COL', 2], ['BLOCK', [[6, 3], [9, 6]]], ['BLOCK', [[3, 0], [6, 3]]]]","['DERIVED', [6, 2, 1]]",6,14,2,3,1,1,1,0,0,2,2,5,0,9,3,3,2,0,4,9,14.836475610733032,923.75
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 0 4 3 0 0 6 9]
 [8 1 0 9 2 0 0 3 5]
 [3 9 0 7 5 0 0 2 8]
 [4 5 1 6 8 2 3 9 7]
 [2 6 0 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [1, 0, 6]], ['FACT', [2, 2, 9]], ['FACT', [3, 1, 2]], ['FACT', [4, 1, 1]], ['FACT', [6, 0, 4]], ['FACT', [6, 1, 5]], ['FACT', [6, 2, 1]], ['FACT', [8, 0, 9]], ['FACT', [8, 1, 7]], ['FACT', [8, 2, 3]]]","[['COL', 1], ['COL', 0], ['COL', 2], ['BLOCK', [[0, 0], [3, 3]]], ['BLOCK', [[3, 0], [6, 3]]]]","['DERIVED', [7, 2, 8]]",5,11,2,3,0,0,1,0,0,2,2,8,0,3,6,4,1,0,4,3,5.730318069458008,324.98
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 0 4 3 0 0 6 9]
 [8 1 0 9 2 0 0 3 5]
 [3 9 0 7 5 0 0 2 8]
 [4 5 1 6 8 2 3 9 7]
 [2 6 8 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [0, 5, 3]], ['FACT', [1, 5, 9]], ['FACT', [2, 5, 4]], ['FACT', [3, 0, 5]], ['FACT', [3, 1, 2]], ['FACT', [5, 0, 3]], ['FACT', [5, 1, 9]], ['FACT', [6, 2, 1]], ['FACT', [6, 5, 2]], ['FACT', [7, 2, 8]], ['FACT', [7, 5, 7]], ['FACT', [8, 5, 5]]]","[['ROW', 4], ['COL', 5], ['COL', 2], ['BLOCK', [[3, 0], [6, 3]]]]","['DERIVED', [4, 5, 6]]",4,12,1,2,1,1,1,0,0,1,1,6,0,6,0,6,2,0,2,6,3.52521014213562,616.8100000000001
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 0 4 3 0 0 6 9]
 [8 1 0 9 2 6 0 3 5]
 [3 9 0 7 5 0 0 2 8]
 [4 5 1 6 8 2 3 9 7]
 [2 6 8 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [0, 5, 3]], ['FACT', [1, 5, 9]], ['FACT', [1, 6, 8]], ['FACT', [2, 5, 4]], ['FACT', [3, 8, 9]], ['FACT', [4, 5, 6]], ['FACT', [4, 8, 5]], ['FACT', [6, 5, 2]], ['FACT', [7, 5, 7]], ['FACT', [8, 5, 5]], ['FACT', [8, 7, 8]]]","[['ROW', 5], ['COL', 5], ['COL', 8], ['BLOCK', [[0, 6], [3, 9]]], ['BLOCK', [[6, 6], [9, 9]]]]","['DERIVED', [5, 5, 1]]",5,11,2,2,1,1,1,0,0,1,2,7,0,4,1,7,2,0,3,4,5.775546312332153,417.93
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 0 4 3 0 0 6 9]
 [8 1 0 9 2 6 0 3 5]
 [3 9 0 7 5 1 0 2 8]
 [4 5 1 6 8 2 3 9 7]
 [2 6 8 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [0, 5, 3]], ['FACT', [1, 5, 9]], ['FACT', [2, 5, 4]], ['FACT', [4, 5, 6]], ['FACT', [5, 5, 1]], ['FACT', [6, 5, 2]], ['FACT', [7, 5, 7]], ['FACT', [8, 5, 5]]]","[['COL', 5]]","['DERIVED', [3, 5, 8]]",1,8,0,1,0,0,1,0,0,0,0,8,0,0,2,8,1,0,0,0,1.5036890506744385,8.92
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 0 4 3 8 0 6 9]
 [8 1 0 9 2 6 0 3 5]
 [3 9 0 7 5 1 0 2 8]
 [4 5 1 6 8 2 3 9 7]
 [2 6 8 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [1, 6, 8]], ['FACT', [2, 6, 2]], ['FACT', [3, 3, 4]], ['FACT', [3, 4, 3]], ['FACT', [3, 7, 6]], ['FACT', [3, 8, 9]], ['FACT', [4, 3, 9]], ['FACT', [4, 5, 6]], ['FACT', [4, 7, 3]], ['FACT', [4, 8, 5]]]","[['ROW', 5], ['COL', 7], ['COL', 8], ['COL', 6], ['BLOCK', [[0, 6], [3, 9]]], ['BLOCK', [[3, 3], [6, 6]]], ['BLOCK', [[6, 6], [9, 9]]]]","['DERIVED', [5, 6, 4]]",7,10,3,3,1,1,1,0,0,2,3,6,1,3,4,2,2,0,5,4,11.257581233978271,422.87
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 0 4 3 8 0 6 9]
 [8 1 0 9 2 6 0 3 5]
 [3 9 0 7 5 1 4 2 8]
 [4 5 1 6 8 2 3 9 7]
 [2 6 8 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [0, 6, 9]], ['FACT', [1, 6, 8]], ['FACT', [2, 0, 1]], ['FACT', [2, 6, 2]], ['FACT', [3, 1, 2]], ['FACT', [5, 1, 9]], ['FACT', [5, 6, 4]], ['FACT', [6, 2, 1]], ['FACT', [6, 6, 3]], ['FACT', [7, 6, 5]], ['FACT', [8, 6, 6]]]","[['ROW', 4], ['COL', 1], ['COL', 6], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [4, 6, 7]]",5,11,2,2,1,1,1,0,0,1,2,7,0,4,1,7,2,0,3,4,7.179189205169678,417.93
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 0 4 3 8 0 6 9]
 [8 1 0 9 2 6 7 3 5]
 [3 9 0 7 5 1 4 2 8]
 [4 5 1 6 8 2 3 9 7]
 [2 6 8 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [0, 6, 9]], ['FACT', [1, 6, 8]], ['FACT', [2, 6, 2]], ['FACT', [4, 6, 7]], ['FACT', [5, 6, 4]], ['FACT', [6, 6, 3]], ['FACT', [7, 6, 5]], ['FACT', [8, 6, 6]]]","[['COL', 6]]","['DERIVED', [3, 6, 1]]",1,8,0,1,0,0,1,0,0,0,0,8,0,0,2,8,1,0,0,0,1.290585994720459,8.92
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 0 4 3 8 1 6 9]
 [8 1 0 9 2 6 7 3 5]
 [3 9 0 7 5 1 4 2 8]
 [4 5 1 6 8 2 3 9 7]
 [2 6 8 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [1, 2, 5]], ['FACT', [1, 4, 7]], ['FACT', [1, 7, 4]], ['FACT', [2, 2, 9]], ['FACT', [3, 3, 4]], ['FACT', [3, 6, 1]], ['FACT', [4, 3, 9]], ['FACT', [4, 6, 7]], ['FACT', [6, 2, 1]], ['FACT', [7, 2, 8]], ['FACT', [7, 5, 7]], ['FACT', [7, 8, 4]], ['FACT', [8, 2, 3]]]","[['ROW', 5], ['COL', 3], ['COL', 2], ['COL', 6], ['BLOCK', [[0, 6], [3, 9]]], ['BLOCK', [[6, 3], [9, 6]]], ['BLOCK', [[6, 6], [9, 9]]], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [5, 2, 6]]",8,14,4,3,1,1,1,0,0,2,4,6,0,8,0,6,2,0,6,8,18.965752363204956,826.84
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 0 4 3 8 1 6 9]
 [8 1 0 9 2 6 7 3 5]
 [3 9 6 7 5 1 4 2 8]
 [4 5 1 6 8 2 3 9 7]
 [2 6 8 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [1, 2, 5]], ['FACT', [2, 2, 9]], ['FACT', [3, 3, 4]], ['FACT', [5, 2, 6]], ['FACT', [6, 2, 1]], ['FACT', [7, 2, 8]], ['FACT', [8, 2, 3]]]","[['ROW', 3], ['COL', 2]]","['DERIVED', [3, 2, 7]]",2,8,0,1,1,1,1,0,0,0,0,8,0,0,1,7,2,1,0,0,2.1400234699249268,108.01
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 7 4 3 8 1 6 9]
 [8 1 0 9 2 6 7 3 5]
 [3 9 6 7 5 1 4 2 8]
 [4 5 1 6 8 2 3 9 7]
 [2 6 8 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [1, 2, 5]], ['FACT', [2, 2, 9]], ['FACT', [3, 2, 7]], ['FACT', [5, 2, 6]], ['FACT', [6, 2, 1]], ['FACT', [7, 2, 8]], ['FACT', [8, 2, 3]]]","[['COL', 2]]","['DERIVED', [4, 2, 4]]",1,8,0,1,0,0,1,0,0,0,0,8,0,0,2,8,1,0,0,0,0.928779125213623,8.92
